time,logger,level,message,exception
2012-06-08 10:20:05.9962,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:05.9962,Raven.Database.Server.HttpServer,Debug,Request # 522: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:05.9962,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102005995} AND ( *:* -MessageSent:true),
2012-06-08 10:20:05.9962,Raven.Database.Server.HttpServer,Debug,Request # 523: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102005995%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:05.9962,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102005995} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:10.7726,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:15.8451,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:16.0362,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:16.0362,Raven.Database.Server.HttpServer,Debug,Request # 524: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:16.0422,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102016034} AND ( *:* -MessageSent:true),
2012-06-08 10:20:16.0422,Raven.Database.Server.HttpServer,Debug,Request # 525: GET     -     9 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102016034%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:16.0422,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102016034} AND ( *:* -MessageSent:true)
	Time: 8 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:20.9147,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:26.0432,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:26.0722,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:26.0722,Raven.Database.Server.HttpServer,Debug,Request # 526: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:26.0812,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102026071} AND ( *:* -MessageSent:true),
2012-06-08 10:20:26.0812,Raven.Database.Server.HttpServer,Debug,Request # 527: GET     -    11 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102026071%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:26.0902,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102026071} AND ( *:* -MessageSent:true)
	Time: 11 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:31.1937,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:36.1172,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:36.1172,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102036114} AND ( *:* -MessageSent:true),
2012-06-08 10:20:36.1172,Raven.Database.Server.HttpServer,Debug,Request # 528: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:36.1172,Raven.Database.Server.HttpServer,Debug,Request # 529: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102036114%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:36.1212,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102036114} AND ( *:* -MessageSent:true)
	Time: 4 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:36.3412,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:41.3977,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:46.1552,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:46.1552,Raven.Database.Server.HttpServer,Debug,Request # 530: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:46.1552,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102046154} AND ( *:* -MessageSent:true),
2012-06-08 10:20:46.1552,Raven.Database.Server.HttpServer,Debug,Request # 531: GET     -     7 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102046154%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:46.1552,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102046154} AND ( *:* -MessageSent:true)
	Time: 6 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:46.4652,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:51.5997,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:20:56.1942,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:20:56.1942,Raven.Database.Server.HttpServer,Debug,Request # 532: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:20:56.2012,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102056193} AND ( *:* -MessageSent:true),
2012-06-08 10:20:56.2012,Raven.Database.Server.HttpServer,Debug,Request # 533: GET     -     5 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102056193%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:20:56.2012,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102056193} AND ( *:* -MessageSent:true)
	Time: 5 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:20:56.6682,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:01.8577,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:06.2282,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:06.2302,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102106227} AND ( *:* -MessageSent:true),
2012-06-08 10:21:06.2282,Raven.Database.Server.HttpServer,Debug,Request # 534: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:06.2302,Raven.Database.Server.HttpServer,Debug,Request # 535: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102106227%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:06.2302,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102106227} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:06.8732,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:11.9738,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:16.2682,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:16.2682,Raven.Database.Server.HttpServer,Debug,Request # 536: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:16.2682,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102116267} AND ( *:* -MessageSent:true),
2012-06-08 10:21:16.2682,Raven.Database.Server.HttpServer,Debug,Request # 537: GET     -     7 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102116267%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:16.2682,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102116267} AND ( *:* -MessageSent:true)
	Time: 7 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:17.0873,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:22.1138,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:26.3062,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:26.3062,Raven.Database.Server.HttpServer,Debug,Request # 538: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:26.3232,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102126305} AND ( *:* -MessageSent:true),
2012-06-08 10:21:26.3232,Raven.Database.Server.HttpServer,Debug,Request # 539: GET     -    18 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102126305%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:26.3232,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102126305} AND ( *:* -MessageSent:true)
	Time: 16 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:27.1863,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:32.3358,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:36.3522,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:36.3522,Raven.Database.Server.HttpServer,Debug,Request # 540: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:36.3652,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102136351} AND ( *:* -MessageSent:true),
2012-06-08 10:21:36.3722,Raven.Database.Server.HttpServer,Debug,Request # 541: GET     -    23 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102136351%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:36.3722,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102136351} AND ( *:* -MessageSent:true)
	Time: 22 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:37.4083,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:42.5048,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:46.3932,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:46.3932,Raven.Database.Server.HttpServer,Debug,Request # 542: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:46.4052,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102146392} AND ( *:* -MessageSent:true),
2012-06-08 10:21:46.4052,Raven.Database.Server.HttpServer,Debug,Request # 543: GET     -    19 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102146392%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:46.4052,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102146392} AND ( *:* -MessageSent:true)
	Time: 16 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:47.5603,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:52.6308,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:21:56.4332,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:21:56.4332,Raven.Database.Server.HttpServer,Debug,Request # 544: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:21:56.4332,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102156431} AND ( *:* -MessageSent:true),
2012-06-08 10:21:56.4332,Raven.Database.Server.HttpServer,Debug,Request # 545: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102156431%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:21:56.4332,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102156431} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:21:57.7633,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:02.8648,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:06.4702,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:06.4702,Raven.Database.Server.HttpServer,Debug,Request # 546: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:06.4702,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102206469} AND ( *:* -MessageSent:true),
2012-06-08 10:22:06.4702,Raven.Database.Server.HttpServer,Debug,Request # 547: GET     -     7 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102206469%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:06.4702,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102206469} AND ( *:* -MessageSent:true)
	Time: 6 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:07.9354,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:13.0359,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:16.5092,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:16.5092,Raven.Database.Server.HttpServer,Debug,Request # 548: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:16.5132,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102216508} AND ( *:* -MessageSent:true),
2012-06-08 10:22:16.5132,Raven.Database.Server.HttpServer,Debug,Request # 549: GET     -     9 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102216508%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:16.5132,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102216508} AND ( *:* -MessageSent:true)
	Time: 9 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:18.0664,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:23.1539,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:26.5522,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:26.5522,Raven.Database.Server.HttpServer,Debug,Request # 550: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:26.5522,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102226551} AND ( *:* -MessageSent:true),
2012-06-08 10:22:26.5522,Raven.Database.Server.HttpServer,Debug,Request # 551: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102226551%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:26.5602,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102226551} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:28.2034,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:33.2809,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:36.6372,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:36.6372,Raven.Database.Server.HttpServer,Debug,Request # 552: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:36.6372,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102236636} AND ( *:* -MessageSent:true),
2012-06-08 10:22:36.6372,Raven.Database.Server.HttpServer,Debug,Request # 553: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102236636%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:36.6372,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102236636} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:38.4024,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:43.4579,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:43.4879,Raven.Database.Server.HttpServer,Debug,Request # 554: GET     -    30 ms - <default>  - 200 - /stats?noCache=1644315779,
2012-06-08 10:22:46.6752,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:46.6752,Raven.Database.Server.HttpServer,Debug,Request # 555: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:46.6752,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102246674} AND ( *:* -MessageSent:true),
2012-06-08 10:22:46.6752,Raven.Database.Server.HttpServer,Debug,Request # 556: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102246674%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:46.6752,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102246674} AND ( *:* -MessageSent:true)
	Time: 6 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:48.5304,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:53.6149,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:22:56.7162,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:22:56.7162,Raven.Database.Server.HttpServer,Debug,Request # 557: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:22:56.7162,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102256715} AND ( *:* -MessageSent:true),
2012-06-08 10:22:56.7162,Raven.Database.Server.HttpServer,Debug,Request # 558: GET     -     8 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102256715%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:22:56.7162,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102256715} AND ( *:* -MessageSent:true)
	Time: 7 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:22:58.6854,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:23:03.7619,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:23:06.7752,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:23:06.7752,Raven.Database.Server.HttpServer,Debug,Request # 559: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:23:06.7802,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102306774} AND ( *:* -MessageSent:true),
2012-06-08 10:23:06.7802,Raven.Database.Server.HttpServer,Debug,Request # 560: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102306774%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:23:06.7802,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102306774} AND ( *:* -MessageSent:true)
	Time: 6 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:23:08.8114,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:23:13.9280,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 10:23:16.8122,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 10:23:16.8122,Raven.Database.Server.HttpServer,Debug,Request # 561: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 10:23:16.8122,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608102316811} AND ( *:* -MessageSent:true),
2012-06-08 10:23:16.8122,Raven.Database.Server.HttpServer,Debug,Request # 562: GET     -     9 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608102316811%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 10:23:16.8252,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608102316811} AND ( *:* -MessageSent:true)
	Time: 8 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 10:23:19.0145,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
