time,logger,level,message,exception
2012-06-08 09:43:02.6952,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094302694} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:07.4788,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:07.5217,Raven.Database.Server.HttpServer,Debug,Request #  47: GET     -    50 ms - <default>  - 200 - /stats?noCache=1880756408,
2012-06-08 09:43:12.5782,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:12.6052,Raven.Database.Server.HttpServer,Debug,Request #  48: GET     -    27 ms - <default>  - 200 - /stats?noCache=-1975173621,
2012-06-08 09:43:12.7262,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:43:12.7262,Raven.Database.Server.HttpServer,Debug,Request #  49: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:43:12.7262,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094312725} AND ( *:* -MessageSent:true),
2012-06-08 09:43:12.7302,Raven.Database.Server.HttpServer,Debug,Request #  50: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094312725%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:43:12.7302,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094312725} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:17.7637,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:17.7677,Raven.Database.Server.HttpServer,Debug,Request #  51: GET     -    34 ms - <default>  - 200 - /stats?noCache=511132210,
2012-06-08 09:43:22.7962,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:43:22.7962,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094322794} AND ( *:* -MessageSent:true),
2012-06-08 09:43:22.7962,Raven.Database.Server.HttpServer,Debug,Request #  52: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:43:22.7962,Raven.Database.Server.HttpServer,Debug,Request #  53: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094322794%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:43:22.7962,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094322794} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:22.8312,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:27.8837,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:32.8332,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094332830} AND ( *:* -MessageSent:true),
2012-06-08 09:43:32.8332,Raven.Database.Server.HttpServer,Debug,Request #  54: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094332830%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:43:32.8352,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094332830} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:32.8352,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:43:32.8352,Raven.Database.Server.HttpServer,Debug,Request #  55: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:43:32.9642,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:38.0487,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:42.8742,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:43:42.8742,Raven.Database.Server.HttpServer,Debug,Request #  56: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:43:42.8742,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094342873} AND ( *:* -MessageSent:true),
2012-06-08 09:43:42.8742,Raven.Database.Server.HttpServer,Debug,Request #  57: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094342873%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:43:42.8742,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094342873} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:43.1222,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:48.1967,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:48.1997,Raven.Database.Server.HttpServer,Debug,Request #  58: GET     -    28 ms - <default>  - 200 - /docs/SMSMessages/65?noCache=538251267,
2012-06-08 09:43:48.1997,Raven.Database.Server.HttpServer,Debug,Request #  59: GET     -    30 ms - <default>  - 200 - /stats?noCache=1880290402,
2012-06-08 09:43:52.9342,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:43:52.9342,Raven.Database.Server.HttpServer,Debug,Request #  60: GET     -    24 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:43:52.9412,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094352910} AND ( *:* -MessageSent:true),
2012-06-08 09:43:52.9412,Raven.Database.Server.HttpServer,Debug,Request #  61: GET     -    34 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094352910%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:43:52.9412,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094352910} AND ( *:* -MessageSent:true)
	Time: 33 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:43:53.4612,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:43:58.5806,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:02.9682,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:02.9682,Raven.Database.Server.HttpServer,Debug,Request #  62: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:02.9702,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094402967} AND ( *:* -MessageSent:true),
2012-06-08 09:44:02.9702,Raven.Database.Server.HttpServer,Debug,Request #  63: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094402967%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:02.9702,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094402967} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:03.6481,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:08.7146,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:13.0062,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:13.0062,Raven.Database.Server.HttpServer,Debug,Request #  64: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:13.0062,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094413005} AND ( *:* -MessageSent:true),
2012-06-08 09:44:13.0062,Raven.Database.Server.HttpServer,Debug,Request #  65: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094413005%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:13.0062,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094413005} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:13.7901,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:18.8836,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:23.1232,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:23.1232,Raven.Database.Server.HttpServer,Debug,Request #  66: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:23.1482,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094423041} AND ( *:* -MessageSent:true),
2012-06-08 09:44:23.1482,Raven.Database.Server.HttpServer,Debug,Request #  67: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094423041%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:23.1482,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094423041} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:24.6920,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:29.7965,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:33.7421,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:33.7421,Raven.Database.Server.HttpServer,Debug,Request #  68: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:33.7421,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094433741} AND ( *:* -MessageSent:true),
2012-06-08 09:44:33.7451,Raven.Database.Server.HttpServer,Debug,Request #  69: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094433741%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:33.7451,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094433741} AND ( *:* -MessageSent:true)
	Time: 1 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:34.8710,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:39.9305,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:43.7741,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:43.7741,Raven.Database.Server.HttpServer,Debug,Request #  70: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:43.7741,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094443773} AND ( *:* -MessageSent:true),
2012-06-08 09:44:43.7741,Raven.Database.Server.HttpServer,Debug,Request #  71: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094443773%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:43.7741,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094443773} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:45.0100,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:50.0635,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:44:53.8081,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:44:53.8081,Raven.Database.Server.HttpServer,Debug,Request #  72: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:44:53.8081,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094453807} AND ( *:* -MessageSent:true),
2012-06-08 09:44:53.8081,Raven.Database.Server.HttpServer,Debug,Request #  73: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094453807%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:44:53.8081,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094453807} AND ( *:* -MessageSent:true)
	Time: 5 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:44:55.1490,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:00.2855,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:03.8431,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:03.8431,Raven.Database.Server.HttpServer,Debug,Request #  74: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:03.8431,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094503842} AND ( *:* -MessageSent:true),
2012-06-08 09:45:03.8431,Raven.Database.Server.HttpServer,Debug,Request #  75: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094503842%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:03.8481,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094503842} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:05.3490,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:10.4485,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:13.8801,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:13.8801,Raven.Database.Server.HttpServer,Debug,Request #  76: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:13.8801,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094513879} AND ( *:* -MessageSent:true),
2012-06-08 09:45:13.8931,Raven.Database.Server.HttpServer,Debug,Request #  77: GET     -    12 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094513879%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:13.8931,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094513879} AND ( *:* -MessageSent:true)
	Time: 11 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:15.5379,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:20.6344,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:23.9151,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:23.9151,Raven.Database.Server.HttpServer,Debug,Request #  78: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:23.9151,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094523914} AND ( *:* -MessageSent:true),
2012-06-08 09:45:23.9151,Raven.Database.Server.HttpServer,Debug,Request #  79: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094523914%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:23.9151,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094523914} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:25.7039,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:30.7674,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:33.9511,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:33.9511,Raven.Database.Server.HttpServer,Debug,Request #  80: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:33.9511,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094533950} AND ( *:* -MessageSent:true),
2012-06-08 09:45:33.9511,Raven.Database.Server.HttpServer,Debug,Request #  81: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094533950%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:33.9511,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094533950} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:35.8919,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:40.9594,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:43.9831,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:43.9831,Raven.Database.Server.HttpServer,Debug,Request #  82: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:43.9831,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094543982} AND ( *:* -MessageSent:true),
2012-06-08 09:45:43.9831,Raven.Database.Server.HttpServer,Debug,Request #  83: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094543982%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:43.9831,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094543982} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:46.0319,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:51.1274,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:45:54.0181,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:45:54.0181,Raven.Database.Server.HttpServer,Debug,Request #  84: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:45:54.0181,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094554017} AND ( *:* -MessageSent:true),
2012-06-08 09:45:54.0181,Raven.Database.Server.HttpServer,Debug,Request #  85: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094554017%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:45:54.0261,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094554017} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:45:56.1859,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:01.2534,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:04.0531,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:46:04.0531,Raven.Database.Server.HttpServer,Debug,Request #  86: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:46:04.0561,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094604052} AND ( *:* -MessageSent:true),
2012-06-08 09:46:04.0561,Raven.Database.Server.HttpServer,Debug,Request #  87: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094604052%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:46:04.0561,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094604052} AND ( *:* -MessageSent:true)
	Time: 3 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:46:06.3349,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:11.4004,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:14.0921,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-06-08 09:46:14.0921,Raven.Database.Server.HttpServer,Debug,Request #  88: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-06-08 09:46:14.0921,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime for: SendTime:{* TO 20120608094614091} AND ( *:* -MessageSent:true),
2012-06-08 09:46:14.0921,Raven.Database.Server.HttpServer,Debug,Request #  89: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/SMSMessages?query=SendTime%253A%257B*%2520TO%252020120608094614091%257D%2520AND%2520(%2520*%253A*%2520-MessageSent%253Atrue)&start=0&pageSize=128&aggregation=None,
2012-06-08 09:46:14.0921,Raven.Database.Server.HttpServer,Debug,"	Query: SendTime:{* TO 20120608094614091} AND ( *:* -MessageSent:true)
	Time: 2 ms
	Index: Auto/SMSMessages/ByMessageSentAndSendTimeSortBySendTime
	Results: 0 returned out of 0 total.
",
2012-06-08 09:46:16.4758,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:21.5833,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'SMSMessages/65' was found,
2012-06-08 09:46:21.9033,Raven.Database.Server.HttpServer,Debug,Request #  90: GET     -   344 ms - <default>  - 200 - /stats?noCache=214504354,
